id,group,section,where,finding,current text on the page,suggested fix,your decision
132,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"commands/api.html, profile — ""Either this or 'url' must be specified"" — url is gone.","commands/api.html [profilerequired]: profilerequired | string |  | API profile from the configuration, which supplies the server's URL.",,
133,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"commands/return.html — the table has one row named ""root"" with an EMPTY description (the RootModel internal leaking); the other value-only commands render ""the command's value"" with a description.",commands/return.html [root]: rootrequired | JSON value |  | ,,
134,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"security/encryption.html, keys — ""only the last three months of keys need to be kept"" — contradicts the page (memories and hosted secrets are encrypted under those keys for their whole life).","security/encryption.html [keys]: keys | list of EncryptionKey |  | The keys in use. The last one is current, and only the last three months of keys need to be kept.",,
135,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"runtime/system-variables.html, sysVariables — ""'inputs' and 'query' are always available."" — four names now (secret, exists).","runtime/system-variables.html [sysVariables]: sysVariables | list of ""userEmail"" | ""userSession"" | ""serverIp"" | ""cookies"" |  | Which system variables agents can read from the 'sys' namespace. 'inputs' and 'query' are always available.",,
136,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"runtime/allowlist.html, allowlist — ""must not block it - asyncio.run, for example"" — asyncio left the product; ""the server's shared event loop"".","runtime/allowlist.html [allowlist]: allowlist | list of string |  | What agent expressions may call. These run on the server's shared event loop and must not block it - asyncio.run, for example. A coroutine is awaited only when it is the whole expression, not when it appears inside a larger one.",,
137,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"""UI"" in docstrings: ask hidden ""Sent back from the UI""; fail ""shown in the UI""; progress ""Sends a progress message to the UI""; agent-servers uiPath / connectPageUrl (several); authentication passwordRules ""Help text shown in the UI""; single-sign-on returnUrl ""the Search2o UI"".","commands/ask.html [hidden]: hidden | boolean | false | Sent back from the UI without being shown to the user.
commands/fail.html [the command]: the command's value | dynamic string | ""Agent failed"" | Ends the agent with a failure message. Agent state is not saved. The value is shown in the UI.
commands/progress.html [the command]: the command's value | dynamic string |  | Sends a progress message to the UI. The message is not part of the agent's output.
system-management/agent-servers.html [uiPath]: uiPath | string | ""/ui"" | The path the bundled UI is served at. Leave it empty to not serve the UI at all.
system-management/agent-servers.html [connectPageUrl]: connectPageUrl | string |  | The page where a user approves an integration's request for access. Leave it empty and it follows the UI path above, which is what keeps the two in step. Set a page under that path for a UI of your own, such as connect, or a full address for a UI hosted elsewhere, such as https://ui.example.com/connect. Whatever is set must point at where the UI is really served. The request is added to it as a query parameter named c.
system-management/authentication.html [passwordRules]: passwordRules | string | ""Minimum 2 each of lower, upper, number and special characters"" | Help text shown in the UI describing these rules.
system-management/single-sign-on.html [returnUrl]: returnUrlrequired | string |  | Where the identity provider sends the browser after signing in: the Search2o UI as it is reached from a browser, such as https://search2o.example.com/ui. Register this same address at the provider as the application's redirect URI - the two must match exactly, or the provider refuses the sign-in. One address for the account.",,
138,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"""the Search2o cloud"" lowercase: prompt-profiles system/user; secret-vault secretsEncrypted/secrets; agent-servers cloudPool (x2).","profiles/prompt-profiles.html [system]: system | string |  | The system prompt. Usually set once per conversation. Stored encrypted; the Search2o cloud never holds the text.
profiles/prompt-profiles.html [user]: user | string |  | The user prompt. Can be set many times; those set before one LLM call are merged into a single string. Stored encrypted; the Search2o cloud never holds the text.
security/secret-vault.html [secretsEncrypted]: secretsEncrypted | string |  | Encrypted secrets, for hosted secrets. Sent only between the Search2o cloud and the agent server.
security/secret-vault.html [secrets]: secretsEncrypted | string |  | Encrypted secrets, for hosted secrets. Sent only between the Search2o cloud and the agent server.
security/secret-vault.html [secrets]: secrets | object of string → string |  | Decrypted secrets, for hosted secrets. Never sent to the Search2o cloud.
system-management/agent-servers.html [cloudPool]: cloudPool | ConnectionPoolModel |  | How this agent server connects to the Search2o cloud. It carries connection settings only: it is deliberately not one of the API connection pools, and it has no certificate fields, so nothing configured for an agent can change how this server reaches the Search2o cloud. A server behind a proxy that re-signs TLS trusts that proxy through the SSL_CERT_FILE environment variable, which is where a machine-wide trust setting belongs. Changing any of this needs an agent server restart.",,
139,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"commands/output.html example `""mimeType"": """"`; authentication cookie httponly Type ""True""; llm vendorTools Type ""... list of SafeJsonValue or object of string → SafeJsonValue"" and api-profiles headers Type ""object of string → ValueModel"" (internal names with no table); connection-pools pools Type ""object of profile name → ..."" (keyed by pool name).","commands/output.html [the command]: the command's value | dynamic string or list or dynamic dict |  | Appends to the agent's output. Strings are markdown text. HTML can be added using {   ""contentType"": ""html"",   ""text"": ""...HTML code..."" } and images using {   ""contentType"": ""image"",   ""text"": ""...Base64-encoded..."",   ""mimeType"": """" }. A list adds several parts at once, and an LLM result can be assigned directly. An agent that answers a query must set its output.
system-management/authentication.html [httponly]: httponly | True | true | Whether the cookie is hidden from JavaScript. Leave on unless a client needs to read it.
commands/llm.html [vendorTools]: vendorTools | list of string or integer or number or boolean or list of SafeJsonValue or object of string → SafeJsonValue |  | Tools provided by the vendor and executed on the vendor side. Passed unchanged to the LLM provider.
profiles/api-profiles.html [headers]: headers | object of string → ValueModel |  | Headers sent with every call, including any authentication.
runtime/connection-pools.html [pools]: pools | object of profile name → ApiConnectionPoolModel |  | The connection pools available to the whole system, keyed by name. The pool named 'default' cannot be deleted.",,
140,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"rest-api/running-agents.html AgentExecResult enum — ""Agent ended in a ask command"", ""Agent has some coding error"", ""(Not included in error report)"" x2 — a rougher duplicate of reports/index.html's table.","rest-api/running-agents.html [ask]: askInput | Present when the agent paused on ask: a message and the list of inputs to collect. See below.
rest-api/running-agents.html [ask]: ask | Agent ended in a ask command (Not included in error report)
rest-api/running-agents.html [errorInAgent]: errorInAgent | Agent has some coding error
rest-api/running-agents.html [failCommand]: failCommand | Agent ended with a fail command
rest-api/running-agents.html [stopped]: stopped | User cancelled the agent execution",,
141,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"search-settings enum comments — ""(Default)"" redundant with the Default column, ""doesn't"", missing full stops, ""Add ... to the end"" vs ""append ... to the list at the end"".","search/search-settings.html [executeTop]: executeTopMatch | Always execute the top match (Default)
search/search-settings.html [executeTop]: executeTopMatch | Always execute the top match. If there are no matches, execute the previous (Default)
search/search-settings.html [executePrevious]: executePrevious | Always execute the same agent in a conversation",,
142,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"Missing units: maxAgentRuntime, streamHeartbeat, maxLlmPrice, keepaliveExpiry, the four TimeoutModel rows, cookie max_age. caCertFile ""It REPLACES the authorities"" (caps). api-profiles addPath ""Whether command can add path to the base URL"" (no articles, no stop). single-sign-on returnUrl ""One address for the account."" (fragment). authentication bodyHtml ""This must be set."" (redundant with required). db params ""Parameters that are set in the query."" SysVariables serverIp ""server specific"" (hyphen), cookies ""This needs to be used carefully.""","runtime/runtime-limits.html [maxAgentRuntime]: maxAgentRuntime | integer | 600 | How long an agent may run before it is stopped.
runtime/runtime-limits.html [streamHeartbeat]: streamHeartbeat | integer | 15 | How often a noop is sent on an idle output stream, so browsers and proxies do not close it while the agent works.
runtime/runtime-limits.html [maxLlmPrice]: maxLlmPrice | number | 1 | The agent is stopped once a call takes its spend past this amount.
runtime/connection-pools.html [keepaliveExpiry]: keepaliveExpiry | integer | 60 | How long an idle connection is kept before it is closed.
runtime/connection-pools.html [caCertFile]: caCertFile | string |  | PEM file containing the certificate authority or chain this pool trusts. It REPLACES the authorities trusted by default rather than adding to them, so it must contain every authority this pool needs to reach its endpoint.
profiles/api-profiles.html [addPath]: addPath | ""can"" | ""cannot"" | ""must"" | ""can"" | Whether command can add path to the base URL
system-management/single-sign-on.html [returnUrl]: returnUrlrequired | string |  | Where the identity provider sends the browser after signing in: the Search2o UI as it is reached from a browser, such as https://search2o.example.com/ui. Register this same address at the provider as the application's redirect URI - the two must match exactly, or the provider refuses the sign-in. One address for the account.
system-management/authentication.html [bodyHtml]: bodyHtmlrequired | string |  | The body of the email, as HTML. This must be set.
commands/db.html [params]: params | dynamic dict |  | Parameters that are set in the query.
runtime/system-variables.html [serverIp]: serverIp | IP address of the agent server as seen by the cloud. This can be used in logging server specific activity.
runtime/system-variables.html [cookies]: cookies | User cookies in the request. This can expose the raw session ID of the user and other such secret values. This needs to be used carefully.",,
143,G,G. Legal pages,html/legal/privacy.html:150,"html/legal/privacy.html:150 — the Contact block (company, place, email) runs together on one line; the md has three lines.","html/legal/privacy.html:150: Search2o, Inc. Virginia, United States info@search2o.com",,
144,G,G. Legal pages,html/legal/terms.html:253; html/legal/license.html:180,"terms.html:253 (every dispute to arbitration) vs license.html:180 (Software disputes to state and federal courts) — License §18 has a conflict rule, so an overlap rather than a plain contradiction; a lawyer's call.","html/legal/terms.html:253: EXCEPT AS PROVIDED BELOW, ANY DISPUTE, CLAIM, OR CONTROVERSY ARISING OUT OF OR RELATING TO THESE TERMS, THE SERVICES, OR THE RELATIONSHIP BETWEEN CUSTOMER AND SEARCH2O WILL BE RESOLVED BY FINAL AND BINDING ARBITRATION RATHER THAN IN COURT.
html/legal/license.html:180: ANY DISPUTE ARISING OUT OF OR RELATING TO THIS AGREEMENT OR THE SOFTWARE SHALL BE SUBJECT TO THE EXCLUSIVE JURISDICTION AND VENUE OF THE STATE AND FEDERAL COURTS LOCATED IN THE COMMONWEALTH OF VIRGINIA, AND YOU AND SEARCH2O CONSENT TO THE PERSONAL JURISDICTION OF THOSE COURTS. Notwithstanding the foregoing, Search2o may seek equitable relief under Section 13 in any court of competent jurisdiction.",,
145,G,G. Legal pages,html/legal/license.html:204; html/legal/terms.html:297,"license.html:204 (no third-party rights) vs :159 (indemnifies Search2o's officers, directors, employees ...) — the Terms carve out an exception (terms.html:297); the License does not.","html/legal/license.html:204: This Agreement is for the sole benefit of you and Search2o and their respective permitted successors and assigns, and nothing in it confers any right, benefit, or remedy on any third party.
html/legal/terms.html:297: There are no third-party beneficiaries to these Terms except persons expressly entitled to indemnification under these Terms.",,
146,G,G. Legal pages,html/legal/terms.html:8; html/legal/license.html:8,"terms.html:8 and license.html:8 meta descriptions — ""... Terms of Service for Search2o."" after a title beginning with Search2o. Otherwise clean: no typos, doubled words, placeholders or numbering gaps; the brand is spelled right throughout.","html/legal/terms.html:8: (markup only) <meta name=""description"" content=""Search2o Terms of Service for Search2o."">
html/legal/license.html:8: (markup only) <meta name=""description"" content=""Search2o Software License Agreement for Search2o."">",,
